index,name,address,category,latitude,longitude,popular_times_Monday 0 a.m.,popular_times_Monday 1 a.m.,popular_times_Monday 2 a.m.,popular_times_Monday 3 a.m.,popular_times_Monday 4 a.m.,popular_times_Monday 5 a.m.,popular_times_Monday 6 a.m.,popular_times_Monday 7 a.m.,popular_times_Monday 8 a.m.,popular_times_Monday 9 a.m.,popular_times_Monday 10 a.m.,popular_times_Monday 11 a.m.,popular_times_Monday 0 p.m.,popular_times_Monday 1 p.m.,popular_times_Monday 2 p.m.,popular_times_Monday 3 p.m.,popular_times_Monday 4 p.m.,popular_times_Monday 5 p.m.,popular_times_Monday 6 p.m.,popular_times_Monday 7 p.m.,popular_times_Monday 8 p.m.,popular_times_Monday 9 p.m.,popular_times_Monday 10 p.m.,popular_times_Monday 11 p.m.,popular_times_Tuesday 0 a.m.,popular_times_Tuesday 1 a.m.,popular_times_Tuesday 2 a.m.,popular_times_Tuesday 3 a.m.,popular_times_Tuesday 4 a.m.,popular_times_Tuesday 5 a.m.,popular_times_Tuesday 6 a.m.,popular_times_Tuesday 7 a.m.,popular_times_Tuesday 8 a.m.,popular_times_Tuesday 9 a.m.,popular_times_Tuesday 10 a.m.,popular_times_Tuesday 11 a.m.,popular_times_Tuesday 0 p.m.,popular_times_Tuesday 1 p.m.,popular_times_Tuesday 2 p.m.,popular_times_Tuesday 3 p.m.,popular_times_Tuesday 4 p.m.,popular_times_Tuesday 5 p.m.,popular_times_Tuesday 6 p.m.,popular_times_Tuesday 7 p.m.,popular_times_Tuesday 8 p.m.,popular_times_Tuesday 9 p.m.,popular_times_Tuesday 10 p.m.,popular_times_Tuesday 11 p.m.,popular_times_Wednesday 0 a.m.,popular_times_Wednesday 1 a.m.,popular_times_Wednesday 2 a.m.,popular_times_Wednesday 3 a.m.,popular_times_Wednesday 4 a.m.,popular_times_Wednesday 5 a.m.,popular_times_Wednesday 6 a.m.,popular_times_Wednesday 7 a.m.,popular_times_Wednesday 8 a.m.,popular_times_Wednesday 9 a.m.,popular_times_Wednesday 10 a.m.,popular_times_Wednesday 11 a.m.,popular_times_Wednesday 0 p.m.,popular_times_Wednesday 1 p.m.,popular_times_Wednesday 2 p.m.,popular_times_Wednesday 3 p.m.,popular_times_Wednesday 4 p.m.,popular_times_Wednesday 5 p.m.,popular_times_Wednesday 6 p.m.,popular_times_Wednesday 7 p.m.,popular_times_Wednesday 8 p.m.,popular_times_Wednesday 9 p.m.,popular_times_Wednesday 10 p.m.,popular_times_Wednesday 11 p.m.,popular_times_Thursday 0 a.m.,popular_times_Thursday 1 a.m.,popular_times_Thursday 2 a.m.,popular_times_Thursday 3 a.m.,popular_times_Thursday 4 a.m.,popular_times_Thursday 5 a.m.,popular_times_Thursday 6 a.m.,popular_times_Thursday 7 a.m.,popular_times_Thursday 8 a.m.,popular_times_Thursday 9 a.m.,popular_times_Thursday 10 a.m.,popular_times_Thursday 11 a.m.,popular_times_Thursday 0 p.m.,popular_times_Thursday 1 p.m.,popular_times_Thursday 2 p.m.,popular_times_Thursday 3 p.m.,popular_times_Thursday 4 p.m.,popular_times_Thursday 5 p.m.,popular_times_Thursday 6 p.m.,popular_times_Thursday 7 p.m.,popular_times_Thursday 8 p.m.,popular_times_Thursday 9 p.m.,popular_times_Thursday 10 p.m.,popular_times_Thursday 11 p.m.,popular_times_Friday 0 a.m.,popular_times_Friday 1 a.m.,popular_times_Friday 2 a.m.,popular_times_Friday 3 a.m.,popular_times_Friday 4 a.m.,popular_times_Friday 5 a.m.,popular_times_Friday 6 a.m.,popular_times_Friday 7 a.m.,popular_times_Friday 8 a.m.,popular_times_Friday 9 a.m.,popular_times_Friday 10 a.m.,popular_times_Friday 11 a.m.,popular_times_Friday 0 p.m.,popular_times_Friday 1 p.m.,popular_times_Friday 2 p.m.,popular_times_Friday 3 p.m.,popular_times_Friday 4 p.m.,popular_times_Friday 5 p.m.,popular_times_Friday 6 p.m.,popular_times_Friday 7 p.m.,popular_times_Friday 8 p.m.,popular_times_Friday 9 p.m.,popular_times_Friday 10 p.m.,popular_times_Friday 11 p.m.,popular_times_Saturday 0 a.m.,popular_times_Saturday 1 a.m.,popular_times_Saturday 2 a.m.,popular_times_Saturday 3 a.m.,popular_times_Saturday 4 a.m.,popular_times_Saturday 5 a.m.,popular_times_Saturday 6 a.m.,popular_times_Saturday 7 a.m.,popular_times_Saturday 8 a.m.,popular_times_Saturday 9 a.m.,popular_times_Saturday 10 a.m.,popular_times_Saturday 11 a.m.,popular_times_Saturday 0 p.m.,popular_times_Saturday 1 p.m.,popular_times_Saturday 2 p.m.,popular_times_Saturday 3 p.m.,popular_times_Saturday 4 p.m.,popular_times_Saturday 5 p.m.,popular_times_Saturday 6 p.m.,popular_times_Saturday 7 p.m.,popular_times_Saturday 8 p.m.,popular_times_Saturday 9 p.m.,popular_times_Saturday 10 p.m.,popular_times_Saturday 11 p.m.,popular_times_Sunday 0 a.m.,popular_times_Sunday 1 a.m.,popular_times_Sunday 2 a.m.,popular_times_Sunday 3 a.m.,popular_times_Sunday 4 a.m.,popular_times_Sunday 5 a.m.,popular_times_Sunday 6 a.m.,popular_times_Sunday 7 a.m.,popular_times_Sunday 8 a.m.,popular_times_Sunday 9 a.m.,popular_times_Sunday 10 a.m.,popular_times_Sunday 11 a.m.,popular_times_Sunday 0 p.m.,popular_times_Sunday 1 p.m.,popular_times_Sunday 2 p.m.,popular_times_Sunday 3 p.m.,popular_times_Sunday 4 p.m.,popular_times_Sunday 5 p.m.,popular_times_Sunday 6 p.m.,popular_times_Sunday 7 p.m.,popular_times_Sunday 8 p.m.,popular_times_Sunday 9 p.m.,popular_times_Sunday 10 p.m.,popular_times_Sunday 11 p.m.,popular_times_Monday 12 p.m.,popular_times_Tuesday 12 p.m.,popular_times_Wednesday 12 p.m.,popular_times_Thursday 12 p.m.,popular_times_Friday 12 p.m.,popular_times_Saturday 12 p.m.,popular_times_Sunday 12 p.m.,popular_times,popular_times_Wednesday 12 a.m.,popular_times_Sunday 12 a.m.,popular_times_Monday 12 a.m.,popular_times_Tuesday 12 a.m.,popular_times_Thursday 12 a.m.,popular_times_Friday 12 a.m.,popular_times_Saturday 12 a.m.
57,Pivotstar Designs: Alternative Athletic Apparel & Uniforms,"1H1, 1397 Charlotte Rd, North Vancouver, BC",Clothing store,49.309615,-123.052798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Nettle's Tale,"306 W Cordova St, Vancouver, BC V6B 1E8",Clothing store,49.28355,-123.1274538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8th & Main,"2403 Main St, Vancouver, BC V5T 3E1",Boutique,49.2635512,-123.1192573,None,None,None,None,None,None,0%,0%,0%,0%,11%,5%,None,88%,33%,44%,38%,33%,22%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,27%,None,50%,100%,33%,44%,44%,50%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,33%,None,61%,61%,77%,50%,44%,27%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,27%,None,33%,61%,72%,66%,44%,22%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,38%,33%,None,27%,33%,50%,50%,50%,22%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,72%,None,88%,38%,33%,22%,33%,16%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,44%,None,22%,72%,33%,22%,22%,50%,0%,0%,0%,0%,0%,38%,22%,38%,33%,72%,38%,72%,,,,,,,,
60,Mountain Warehouse,"1124 Robson St, Vancouver, BC V6E 1B2",Outdoor clothing and equipment shop,49.2848707,-123.1438477,None,None,None,None,None,None,0%,0%,0%,0%,21%,28%,None,39%,64%,57%,85%,100%,28%,39%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,21%,None,14%,46%,82%,35%,71%,96%,14%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,25%,25%,None,28%,14%,78%,96%,25%,32%,75%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,21%,42%,None,42%,21%,21%,89%,89%,21%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,7%,28%,None,64%,39%,28%,35%,71%,96%,21%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,25%,10%,None,64%,75%,75%,39%,53%,42%,53%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,17%,25%,None,50%,60%,89%,85%,50%,57%,25%,0%,0%,0%,0%,28%,32%,28%,46%,46%,28%,14%,,,,,,,,
61,Roots,"2091 W 4th Ave, Vancouver, BC V6J 1N3",Clothing store,49.2683375,-123.1705074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Dressew Supply,"337 W Hastings St, Vancouver, BC V6B 1H6",Fabric store,49.2832737,-123.1284216,None,None,None,None,None,None,None,0%,0%,16%,None,38%,None,None,100%,41%,32%,None,0%,0%,None,0%,0%,0%,None,None,None,None,None,None,0%,None,0%,14%,27%,None,None,45%,None,92%,32%,0%,None,0%,0%,None,0%,0%,None,None,None,None,None,None,0%,0%,None,26%,19%,40%,None,48%,43%,None,73%,0%,0%,None,0%,0%,None,0%,None,None,None,None,None,None,None,0%,0%,None,44%,28%,None,None,46%,36%,None,0%,0%,0%,None,0%,0%,None,None,None,None,None,None,None,0%,None,0%,11%,None,63%,None,53%,None,40%,29%,None,0%,0%,0%,None,0%,0%,None,None,None,None,None,None,0%,0%,None,13%,22%,None,None,46%,50%,None,31%,0%,None,0%,0%,0%,None,0%,None,None,None,None,None,None,0%,0%,0%,None,26%,34%,None,92%,47%,41%,None,0%,0%,None,0%,0%,0%,None,43%,46%,,50%,39%,80%,,,,,,,,,
63,Erevos,erevos.co,Western apparel store,62.6573279,-96.0072594,None,13%,33%,0%,40%,100%,20%,26%,6%,53%,26%,33%,None,6%,6%,0%,0%,13%,33%,20%,20%,26%,46%,0%,None,0%,20%,46%,20%,33%,46%,46%,20%,20%,33%,26%,None,6%,20%,0%,0%,0%,6%,40%,6%,13%,33%,53%,None,13%,0%,46%,20%,33%,46%,20%,20%,13%,20%,13%,None,6%,6%,26%,0%,0%,0%,6%,26%,0%,26%,13%,None,6%,40%,6%,13%,6%,26%,60%,0%,6%,6%,33%,None,46%,0%,20%,26%,13%,0%,0%,13%,6%,13%,13%,None,0%,6%,46%,13%,6%,6%,40%,46%,6%,0%,6%,None,0%,20%,13%,53%,26%,26%,6%,0%,6%,0%,13%,None,6%,0%,6%,0%,26%,0%,26%,26%,53%,13%,0%,None,6%,0%,6%,26%,66%,46%,53%,13%,0%,0%,0%,None,20%,0%,6%,66%,6%,60%,0%,53%,26%,53%,13%,None,6%,6%,0%,6%,53%,53%,33%,33%,40%,0%,0%,20%,20%,46%,0%,13%,13%,6%,,26%,0%,0%,0%,6%,6%,26%
64,Exposure Clothing - Main Street,"3649 Main St, Vancouver, BC V5V 3N6",Clothing store,49.2522765,-123.1192587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,National Standards,"3647 Main St, Vancouver, BC V5V 3N6",Clothing store,49.2522765,-123.1192587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Iconic apparel house Inc,"1593 East Kent Ave N, Vancouver, BC V5P 4Y7",Manufacturer,49.209659,-123.0923583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Sport Chek,"788 Robson St, Vancouver, BC V6Z 1A1",Sporting goods store,49.2817662,-123.1389186,None,None,None,None,None,None,0%,0%,0%,0%,27%,42%,None,77%,49%,54%,88%,82%,55%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,44%,None,54%,85%,49%,58%,73%,71%,45%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,25%,38%,None,53%,58%,95%,53%,58%,47%,53%,32%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,19%,43%,None,56%,49%,61%,100%,59%,48%,0%,37%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,31%,35%,None,80%,61%,51%,63%,96%,56%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,25%,48%,None,66%,87%,71%,54%,54%,82%,50%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,26%,37%,None,50%,62%,94%,81%,58%,37%,60%,35%,0%,0%,0%,49%,51%,51%,59%,62%,48%,64%,,,,,,,,
68,Ray Rickburn,"2100 W 4th Ave, Vancouver, BC V6K 1N6",Men's clothing store,49.26802,-123.1709836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Heavenly Heart Apparel,"1528 Bowser Ave #105, North Vancouver, BC V7P 2Y3",Clothing store,49.323181,-123.1333416,None,8%,91%,0%,0%,25%,50%,75%,8%,33%,33%,50%,None,66%,58%,0%,0%,8%,16%,16%,0%,0%,33%,0%,None,0%,0%,100%,41%,0%,0%,50%,33%,25%,41%,8%,None,50%,58%,25%,0%,0%,8%,8%,8%,0%,0%,66%,None,0%,16%,0%,8%,16%,0%,0%,25%,16%,16%,16%,None,58%,16%,58%,8%,0%,8%,0%,0%,0%,8%,0%,None,50%,0%,33%,8%,16%,8%,0%,0%,25%,0%,16%,None,0%,58%,8%,16%,0%,0%,25%,0%,8%,16%,0%,None,33%,16%,0%,8%,33%,8%,8%,0%,8%,33%,8%,None,0%,0%,16%,0%,8%,0%,0%,66%,0%,25%,33%,None,0%,41%,0%,8%,16%,25%,0%,8%,0%,16%,33%,None,25%,0%,8%,8%,0%,0%,0%,0%,41%,0%,25%,None,75%,0%,16%,58%,33%,33%,8%,16%,33%,25%,50%,None,25%,8%,0%,16%,8%,8%,8%,0%,8%,16%,0%,58%,83%,0%,8%,16%,8%,50%,,75%,8%,0%,0%,16%,0%,33%
70,Noble Gentlemen,"1183 Odlum Dr #201, Vancouver, BC V5L 2P6",Distribution service,49.2742842,-123.0941484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Recreative Apparel,etsy.com,Women's clothing store,51.2072,-122.0063244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Our Planet Apparel,ourplanetapparel.com,Clothing store,47.73855,12.4908031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Mackage,"701 W Georgia St, Vancouver, BC V7Y 1G5",Outerwear store,49.283412,-123.1355705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,MUJI Robson Street,"1125 Robson St, Vancouver, BC V6E 1B5",Clothing store,49.283412,-123.1355705,None,None,None,None,None,None,0%,0%,0%,0%,19%,19%,None,85%,38%,38%,74%,50%,33%,26%,28%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,29%,None,47%,98%,43%,38%,60%,45%,27%,16%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,16%,40%,None,27%,55%,100%,42%,40%,44%,36%,17%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,14%,24%,None,46%,28%,58%,94%,42%,36%,29%,25%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,29%,24%,None,78%,53%,30%,56%,81%,36%,29%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,17%,46%,None,35%,83%,55%,34%,48%,66%,28%,18%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,13%,29%,None,37%,38%,80%,55%,36%,36%,49%,20%,0%,0%,0%,41%,25%,38%,63%,33%,32%,68%,,,,,,,,
75,Dirt Squirrel Apparel,dirt-squirrel-co.business.site,Clothing store,49.2577354,-123.1419284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,K A M U Y,"〒V6B 1B6 Vancouver, British Columbia Water Street 145",Vintage clothing store,49.284254,-123.1277215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,The North Face - Granville Street,"792 Granville St, Vancouver, BC V6Z 1E4",Outdoor clothing and equipment shop,49.2815035,-123.1373455,None,None,None,None,None,None,0%,0%,0%,0%,23%,43%,None,46%,30%,60%,23%,76%,60%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,23%,None,33%,50%,56%,53%,26%,70%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,23%,23%,None,53%,43%,93%,83%,53%,0%,53%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,23%,33%,None,80%,26%,73%,93%,83%,36%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,16%,40%,None,46%,100%,13%,80%,86%,80%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,6%,33%,None,63%,60%,83%,20%,70%,76%,46%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,30%,13%,None,16%,53%,40%,76%,46%,36%,0%,0%,0%,0%,0%,23%,60%,53%,40%,53%,26%,36%,,,,,,,,
78,Lowkey & Freaky,"1139 W Georgia St, Vancouver, BC V6E 3G4",Clothing store,49.2815035,-123.1373455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Doncheechy Apparel YVR,"7545 Cambie St #201, Vancouver, BC V6P 3H6",Clothing store,49.2164038,-123.1355115,None,None,None,None,None,None,0%,0%,0%,11%,11%,11%,None,66%,22%,0%,33%,55%,44%,44%,33%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,77%,22%,0%,None,33%,55%,11%,0%,11%,33%,44%,33%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,44%,33%,11%,None,0%,22%,22%,11%,11%,0%,11%,33%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,11%,44%,11%,None,11%,22%,0%,0%,22%,22%,0%,11%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,11%,100%,None,33%,33%,44%,0%,0%,11%,44%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,11%,0%,55%,None,0%,66%,77%,88%,11%,0%,0%,33%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,22%,11%,11%,None,66%,11%,66%,44%,55%,22%,11%,0%,0%,0%,0%,33%,0%,0%,11%,0%,66%,66%,,,,,,,,
80,Safety Apparel,"24 W 2nd Ave, Vancouver, BC V5Y 1B3",Uniform store,49.2690741,-123.1230824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,AFE Clothing,afeclothing.com,Clothing store,41.0600464,-23.0029884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Tailwind Apparel,tailwindapparel.com,Clothing store,51.2072,-96.4438889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Wolf Pack Apparel,"4170 Still Creek Dr #200, Burnaby, BC V5C 6C6",Clothing store,49.260251,-123.0306122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Nike Robson,"1119 Robson St, Vancouver, BC V6E 1B5",Sportswear store,49.2850108,-123.1431105,None,None,None,None,None,None,0%,0%,0%,0%,25%,27%,None,58%,43%,27%,68%,37%,23%,16%,18%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,20%,38%,None,40%,84%,44%,27%,58%,29%,22%,11%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,9%,37%,None,38%,48%,98%,52%,27%,45%,25%,20%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,16%,18%,None,33%,40%,51%,100%,50%,29%,20%,22%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,31%,30%,None,63%,37%,31%,51%,76%,44%,20%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,15%,40%,None,27%,72%,44%,29%,47%,43%,27%,11%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,23%,29%,None,44%,29%,80%,45%,26%,30%,26%,12%,0%,0%,0%,37%,38%,38%,48%,20%,43%,47%,,,,,,,,
85,StitchWorks Custom Apparel,"4192 Main St, Vancouver, BC V5V 3P7",Custom t-shirt store,49.2477882,-123.1189448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,BE Ultimate Apparel Ltd,"618 East Kent Ave S #105, Vancouver, BC V5X 0A8",Clothing store,49.2066814,-123.1110281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,TMKS APPAREL,"7303 Noble Ln #1708, Burnaby, BC V3N 1A8",Clothing store,49.2194426,-122.9671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Le Physique Apparel,lephysiqueapparel.com,Clothing store,51.2072,-122.0063244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
