index,name,address,category,latitude,longitude,popular_times_Monday 0 a.m.,popular_times_Monday 1 a.m.,popular_times_Monday 2 a.m.,popular_times_Monday 3 a.m.,popular_times_Monday 4 a.m.,popular_times_Monday 5 a.m.,popular_times_Monday 6 a.m.,popular_times_Monday 7 a.m.,popular_times_Monday 8 a.m.,popular_times_Monday 9 a.m.,popular_times_Monday 10 a.m.,popular_times_Monday 11 a.m.,popular_times_Monday 0 p.m.,popular_times_Monday 1 p.m.,popular_times_Monday 2 p.m.,popular_times_Monday 3 p.m.,popular_times_Monday 4 p.m.,popular_times_Monday 5 p.m.,popular_times_Monday 6 p.m.,popular_times_Monday 7 p.m.,popular_times_Monday 8 p.m.,popular_times_Monday 9 p.m.,popular_times_Monday 10 p.m.,popular_times_Monday 11 p.m.,popular_times_Tuesday 0 a.m.,popular_times_Tuesday 1 a.m.,popular_times_Tuesday 2 a.m.,popular_times_Tuesday 3 a.m.,popular_times_Tuesday 4 a.m.,popular_times_Tuesday 5 a.m.,popular_times_Tuesday 6 a.m.,popular_times_Tuesday 7 a.m.,popular_times_Tuesday 8 a.m.,popular_times_Tuesday 9 a.m.,popular_times_Tuesday 10 a.m.,popular_times_Tuesday 11 a.m.,popular_times_Tuesday 0 p.m.,popular_times_Tuesday 1 p.m.,popular_times_Tuesday 2 p.m.,popular_times_Tuesday 3 p.m.,popular_times_Tuesday 4 p.m.,popular_times_Tuesday 5 p.m.,popular_times_Tuesday 6 p.m.,popular_times_Tuesday 7 p.m.,popular_times_Tuesday 8 p.m.,popular_times_Tuesday 9 p.m.,popular_times_Tuesday 10 p.m.,popular_times_Tuesday 11 p.m.,popular_times_Wednesday 0 a.m.,popular_times_Wednesday 1 a.m.,popular_times_Wednesday 2 a.m.,popular_times_Wednesday 3 a.m.,popular_times_Wednesday 4 a.m.,popular_times_Wednesday 5 a.m.,popular_times_Wednesday 6 a.m.,popular_times_Wednesday 7 a.m.,popular_times_Wednesday 8 a.m.,popular_times_Wednesday 9 a.m.,popular_times_Wednesday 10 a.m.,popular_times_Wednesday 11 a.m.,popular_times_Wednesday 0 p.m.,popular_times_Wednesday 1 p.m.,popular_times_Wednesday 2 p.m.,popular_times_Wednesday 3 p.m.,popular_times_Wednesday 4 p.m.,popular_times_Wednesday 5 p.m.,popular_times_Wednesday 6 p.m.,popular_times_Wednesday 7 p.m.,popular_times_Wednesday 8 p.m.,popular_times_Wednesday 9 p.m.,popular_times_Wednesday 10 p.m.,popular_times_Wednesday 11 p.m.,popular_times_Thursday 0 a.m.,popular_times_Thursday 1 a.m.,popular_times_Thursday 2 a.m.,popular_times_Thursday 3 a.m.,popular_times_Thursday 4 a.m.,popular_times_Thursday 5 a.m.,popular_times_Thursday 6 a.m.,popular_times_Thursday 7 a.m.,popular_times_Thursday 8 a.m.,popular_times_Thursday 9 a.m.,popular_times_Thursday 10 a.m.,popular_times_Thursday 11 a.m.,popular_times_Thursday 0 p.m.,popular_times_Thursday 1 p.m.,popular_times_Thursday 2 p.m.,popular_times_Thursday 3 p.m.,popular_times_Thursday 4 p.m.,popular_times_Thursday 5 p.m.,popular_times_Thursday 6 p.m.,popular_times_Thursday 7 p.m.,popular_times_Thursday 8 p.m.,popular_times_Thursday 9 p.m.,popular_times_Thursday 10 p.m.,popular_times_Thursday 11 p.m.,popular_times_Friday 0 a.m.,popular_times_Friday 1 a.m.,popular_times_Friday 2 a.m.,popular_times_Friday 3 a.m.,popular_times_Friday 4 a.m.,popular_times_Friday 5 a.m.,popular_times_Friday 6 a.m.,popular_times_Friday 7 a.m.,popular_times_Friday 8 a.m.,popular_times_Friday 9 a.m.,popular_times_Friday 10 a.m.,popular_times_Friday 11 a.m.,popular_times_Friday 0 p.m.,popular_times_Friday 1 p.m.,popular_times_Friday 2 p.m.,popular_times_Friday 3 p.m.,popular_times_Friday 4 p.m.,popular_times_Friday 5 p.m.,popular_times_Friday 6 p.m.,popular_times_Friday 7 p.m.,popular_times_Friday 8 p.m.,popular_times_Friday 9 p.m.,popular_times_Friday 10 p.m.,popular_times_Friday 11 p.m.,popular_times_Saturday 0 a.m.,popular_times_Saturday 1 a.m.,popular_times_Saturday 2 a.m.,popular_times_Saturday 3 a.m.,popular_times_Saturday 4 a.m.,popular_times_Saturday 5 a.m.,popular_times_Saturday 6 a.m.,popular_times_Saturday 7 a.m.,popular_times_Saturday 8 a.m.,popular_times_Saturday 9 a.m.,popular_times_Saturday 10 a.m.,popular_times_Saturday 11 a.m.,popular_times_Saturday 0 p.m.,popular_times_Saturday 1 p.m.,popular_times_Saturday 2 p.m.,popular_times_Saturday 3 p.m.,popular_times_Saturday 4 p.m.,popular_times_Saturday 5 p.m.,popular_times_Saturday 6 p.m.,popular_times_Saturday 7 p.m.,popular_times_Saturday 8 p.m.,popular_times_Saturday 9 p.m.,popular_times_Saturday 10 p.m.,popular_times_Saturday 11 p.m.,popular_times_Sunday 0 a.m.,popular_times_Sunday 1 a.m.,popular_times_Sunday 2 a.m.,popular_times_Sunday 3 a.m.,popular_times_Sunday 4 a.m.,popular_times_Sunday 5 a.m.,popular_times_Sunday 6 a.m.,popular_times_Sunday 7 a.m.,popular_times_Sunday 8 a.m.,popular_times_Sunday 9 a.m.,popular_times_Sunday 10 a.m.,popular_times_Sunday 11 a.m.,popular_times_Sunday 0 p.m.,popular_times_Sunday 1 p.m.,popular_times_Sunday 2 p.m.,popular_times_Sunday 3 p.m.,popular_times_Sunday 4 p.m.,popular_times_Sunday 5 p.m.,popular_times_Sunday 6 p.m.,popular_times_Sunday 7 p.m.,popular_times_Sunday 8 p.m.,popular_times_Sunday 9 p.m.,popular_times_Sunday 10 p.m.,popular_times_Sunday 11 p.m.,popular_times_Monday 12 p.m.,popular_times_Tuesday 12 p.m.,popular_times_Wednesday 12 p.m.,popular_times_Thursday 12 p.m.,popular_times_Friday 12 p.m.,popular_times_Saturday 12 p.m.,popular_times_Sunday 12 p.m.,popular_times,popular_times_Wednesday 12 a.m.,popular_times_Sunday 12 a.m.,popular_times_Monday 12 a.m.,popular_times_Tuesday 12 a.m.,popular_times_Thursday 12 a.m.,popular_times_Friday 12 a.m.,popular_times_Saturday 12 a.m.
20,Granville Sports Corner,"856 Granville St, Vancouver, BC V6Z 1K3",Sportswear store,49.2805942,-123.1386604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,One of a Few,"354 Water St, Vancouver, BC V6B 1B8",Clothing store,49.2845102,-123.1283987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Navigate Apparel,navigateapparel.com,Custom t-shirt store,62.6573279,-96.0072594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,National Standards,"466 W Cordova St, Vancouver, BC V6B 4K2",Men's clothing store,49.2843881,-123.1286944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,COS,"1070 Robson St, Vancouver, BC V6E 1A7",Clothing store,49.284101,-123.1426597,None,None,None,None,None,None,0%,0%,0%,0%,42%,28%,None,22%,28%,34%,100%,40%,37%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,74%,None,54%,37%,31%,11%,57%,65%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,28%,54%,None,54%,51%,54%,28%,0%,0%,60%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,40%,42%,None,51%,42%,37%,74%,40%,2%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,37%,37%,None,42%,48%,37%,25%,62%,31%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,8%,37%,None,85%,65%,31%,51%,34%,40%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,28%,28%,None,20%,71%,77%,34%,51%,17%,37%,0%,0%,0%,0%,42%,40%,77%,42%,80%,22%,22%,,,,,,,,
25,Quorum Fashion,"525 W Georgia St, Vancouver, BC V6B 1Z5",Men's clothing store,49.284101,-123.1426597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Challenger Athletic Apparel Inc,"1141 William St, Vancouver, BC V6A 2J1",Clothing store,49.274175,-123.09782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,The Goods Screening and Apparel,"2307 E Hastings St, Vancouver, BC V5L 1V6",Screen printing shop,49.2812841,-123.0756751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Grandeur,(604) 704-7349,Western apparel store,62.6573279,-96.0072594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Helly Hansen,"766 Granville St, Vancouver, BC V6Z 1E4",Sportswear store,49.2816065,-123.1370586,None,None,None,None,None,None,0%,0%,0%,0%,36%,27%,None,68%,31%,9%,59%,40%,31%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,13%,59%,None,54%,90%,45%,22%,36%,54%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,18%,18%,None,36%,40%,81%,63%,13%,27%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,4%,13%,None,45%,22%,45%,100%,63%,13%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,18%,18%,None,68%,22%,13%,50%,77%,50%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,18%,40%,None,18%,90%,27%,27%,36%,59%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,13%,36%,None,18%,13%,68%,22%,27%,18%,0%,0%,0%,0%,0%,68%,36%,36%,45%,18%,18%,59%,,,,,,,,
30,MADE Apparel,madeoutdoor.com,Outdoor clothing and equipment shop,13.5074,-106.7098839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Action Athletic Wear,"220 W 6th Ave, Vancouver, BC V5Y 1K8",Screen printer,49.2655708,-123.1283517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Wardrobe Apparel,"67 E Cordova St, Vancouver, BC V6A 1K3",Clothing store,49.2824642,-123.1210655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,The Latest Scoop,"305 Water St, Vancouver, BC V6B 1B8",Women's clothing store,49.2824642,-123.1210655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Wardrobe Apparel Inc.,"1951 Glen Dr Unit 258, Vancouver, BC V6A 4J6",Clothing store,49.2673963,-123.1003188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Railtown Apparel Group,"730 Alexander St, Vancouver, BC V6A 1E3",Clothing store,49.283716,-123.106353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,GAIA Custom Apparel,gaiacustom.com,Sportswear store,49.2577354,-123.1419284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Dipt Kicks aka The Vancity Store,"819 Hornby St, Vancouver, BC V6Z 1T9",Men's clothing store,49.2824079,-123.1406126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Unimpressed Screen Printing,"45 W Hastings St, Vancouver, BC V6B 1G4",Screen printer,49.282276,-123.1240666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Second Life Apparel,"2244 E Hastings St, Vancouver, BC V5L 1V4",Clothing store,49.2809496,-123.0769041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Pinup Canada,"434 W Hastings St, Vancouver, BC V6B 1L1",Clothing store,49.2836252,-123.1296369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Ybrands Apparel Ltd,"1355 Parker St, Vancouver, BC V5L 2J9",Western apparel store,49.2760702,-123.0942208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Topdrawers,"939 Hornby St, Vancouver, BC V6Z 1V3",Men's clothing store,49.2812736,-123.1421775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Joe Fresh Robson,"1164 Robson St, Vancouver, BC V6E 1V9",Clothing store,49.2812736,-123.1421775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Flow 2 Freedom Apparel Inc.,"1231 Pacific Blvd #555, Vancouver, BC V6Z 0E2",Clothing store,49.2812736,-123.1421775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Aritzia,"1100 Robson St, Vancouver, BC V6E 1B2",Women's clothing store,49.2812736,-123.1421775,None,None,None,None,None,None,0%,0%,0%,0%,15%,23%,None,75%,40%,35%,76%,74%,61%,47%,83%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,14%,31%,None,38%,82%,33%,41%,75%,93%,57%,35%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,12%,32%,None,41%,39%,86%,34%,48%,76%,95%,42%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,15%,23%,None,54%,36%,40%,91%,50%,53%,66%,77%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,15%,31%,None,68%,53%,35%,42%,98%,57%,48%,46%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,10%,33%,None,37%,76%,53%,40%,47%,100%,56%,35%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,12%,20%,None,48%,35%,76%,60%,52%,52%,99%,40%,0%,0%,0%,31%,36%,46%,53%,34%,47%,56%,,,,,,,,
46,Lids,"681 Robson Street SP681, Vancouver, BC V6B 1H3",Hat shop,49.2812736,-123.1421775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,your apparel,"1495 Venables St, Vancouver, BC V5L 2G1",Clothing store,49.2769395,-123.0924264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Arc'teryx Vancouver,"813 Burrard St, Vancouver, BC V6Z 1X8",Sportswear store,49.283148,-123.1414708,None,None,None,None,None,None,0%,0%,0%,0%,15%,37%,None,83%,39%,37%,77%,94%,15%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,35%,32%,None,67%,90%,58%,58%,62%,73%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,11%,52%,None,49%,45%,92%,58%,47%,39%,43%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,13%,30%,None,47%,37%,50%,92%,66%,28%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,33%,18%,None,69%,75%,32%,56%,71%,33%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,45%,43%,None,39%,77%,86%,16%,66%,52%,26%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,15%,66%,None,37%,35%,90%,100%,16%,32%,41%,0%,0%,0%,0%,69%,50%,45%,62%,41%,33%,56%,,,,,,,,
49,Grounded People Apparel Inc.,groundedpeople.com,Shoe store,51.2072,-122.0063244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Lolli Pretty Clothing Company,"FREE PARKING!, 370 East Broadway #102 At Kingsgate Mall, Vancouver, BC V5T 4G5",Clothing store,49.2621566,-123.1151371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Venda Atelier Apparel LTD.,"470 Granville St, Vancouver, BC V6C 1V4",Corporate office,49.2845671,-123.13221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Bad Influence - apparel & streetwear,"2244 E Hastings St, Vancouver, BC V5L 1V4",Clothing store,49.2809496,-123.0769041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ADAPTURE Apparel Inc.,adapture.co,Clothing store,49.2577354,-123.1419284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sweat Society | Ethically Made Activewear,sweatsociety.ca,Clothing store,49.2577354,-123.1419284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,TreeTop apparel,"2772 Fir St, Vancouver, BC V6J 3C1",Clothing store,49.2610449,-123.1587891,None,0%,30%,10%,40%,30%,10%,30%,10%,20%,0%,40%,None,70%,50%,10%,30%,10%,80%,0%,10%,0%,20%,50%,None,0%,0%,10%,60%,90%,70%,10%,40%,10%,60%,10%,None,0%,60%,50%,20%,10%,0%,100%,0%,20%,0%,50%,None,30%,20%,30%,20%,60%,40%,100%,40%,70%,50%,50%,None,20%,10%,40%,20%,10%,10%,0%,50%,20%,40%,0%,None,20%,50%,50%,40%,10%,60%,20%,60%,30%,40%,50%,None,30%,40%,0%,50%,10%,0%,30%,0%,20%,50%,30%,None,10%,10%,60%,40%,80%,0%,50%,20%,40%,30%,40%,None,60%,40%,20%,10%,30%,0%,20%,10%,0%,0%,80%,None,50%,20%,20%,10%,30%,40%,0%,30%,40%,20%,40%,None,40%,30%,20%,20%,20%,40%,0%,20%,20%,0%,0%,None,20%,20%,50%,10%,30%,40%,20%,10%,10%,80%,10%,None,70%,20%,20%,10%,40%,10%,10%,0%,20%,40%,0%,0%,30%,30%,50%,80%,40%,90%,,50%,0%,0%,20%,0%,30%,40%
56,Consumer Commodity Apparel Inc.,"1106 E 3rd St, North Vancouver, BC V7J 1B8",Clothing store,49.3086131,-123.0644099,None,66%,0%,8%,0%,8%,25%,8%,8%,33%,8%,8%,None,41%,8%,66%,83%,8%,16%,0%,58%,33%,33%,0%,None,50%,25%,0%,0%,0%,0%,50%,0%,8%,33%,25%,None,16%,25%,0%,33%,50%,25%,25%,0%,83%,8%,8%,None,0%,41%,8%,0%,0%,8%,8%,83%,0%,33%,16%,None,41%,33%,33%,0%,41%,16%,16%,33%,8%,50%,0%,None,0%,0%,16%,8%,0%,8%,16%,8%,50%,8%,75%,None,25%,25%,50%,66%,8%,83%,16%,16%,33%,16%,16%,None,16%,8%,8%,50%,0%,8%,25%,8%,25%,66%,16%,None,33%,8%,8%,33%,41%,16%,83%,25%,8%,25%,16%,None,8%,25%,25%,0%,33%,0%,16%,25%,0%,33%,66%,None,58%,58%,8%,8%,16%,50%,50%,83%,8%,0%,25%,None,8%,16%,25%,8%,0%,8%,0%,25%,8%,0%,8%,None,16%,58%,100%,0%,16%,0%,41%,41%,75%,0%,8%,0%,33%,50%,16%,83%,33%,50%,,0%,41%,16%,0%,8%,0%,16%
